1	2	3	4	5	6	7	8	9
9999	59293	23.80N	114.73E	61	20180000	99999999	HEYUAN	CN
ZGOW	59316	23.40N	116.68E	3	19940900	99999999	SHANTOU	CN
ZGNN	59431	22.82N	108.35E	73	0	99999999	NANNING/WUXU	CN
ZGBH	59644	21.48N	109.10E	16	20140000	99999999	FUCHENG/BEIHAI AIRPORT	CN
9999	59663	21.83N	111.97E	91	20140000	99999999	YANGJIANG	CN
ZGHK	59758	20.03N	110.35E	15	19951100	99999999	HAIKOU	CN
9999	59948	18.22N	109.58E	420	20140000	99999999	YULIN/YAXIAN SANYA	CN
9999	59981	16.83N	112.33E	5	19910800	99999999	XISHA ISLAND	CN
9999	60010	28.30N	16.50W	2368	19970400	99999999	IZANA MOUNTAIN TOP	ES
9999	60018	28.31N	16.25W	120	20020000	99999999	VALLE DE GUIMAR TENERIFE	ES
9999	60020	28.47N	16.25W	36	0	99999999	SANTA CRUZ TENERIFE	ES
GSVO	60096	23.71N	15.93W	9	20160000	99999999	VILLA CISNEROS	MA
GMMC	60155	33.57N	7.67W	62	19921100	99999999	CASABLANCA/ANFA	MA
9999	60191	32.37N	6.40W	468	0	99999999	BENI-MELLAL	MA
GMMX	60230	31.62N	8.02W	466	0	20009999	MARRAKECH/MENARA	MA
GMAD	60252	30.33N	9.42W	74	19921000	99999999	AL MASSIRA MC	MA
DAAG	60390	36.72N	3.25E	25	0	99999999	DAR-EL-BEIDA/HOUARI	DZ
9999	60430	36.30N	2.23E	715	19970300	20009999	MILIANA	DZ
DAOO	60490	35.63N	0.60W	90	19900400	99999999	ORAN/ES SENIA	DZ
DAUB	60525	34.80N	5.73E	87	19950700	99999999	BISKRA	DZ
DAFI	60535	34.68N	3.25E	1144	19910400	20009999	DJELFA/TLETSI	DZ
DAAY	60549	34.93N	0.43W	1149	19920200	99999999	MECHERIA	DZ
DAOR	60571	31.62N	2.23W	773	19920200	99999999	BECHAR/OUAKDA	DZ
DAUU	60580	31.92N	5.40E	141	19951100	99999999	OUARGLA	DZ
9999	60630	27.20N	2.47E	293	19910400	99999999	IN SALAH	DZ
DAOF	60656	27.67N	8.13W	431	19951100	99999999	TINDOUF	DZ
9999	60686	21.33N	0.95E	399	20110000	99999999	BORDJ-BADJ-MOKHTAR	DZ
9999	60680	22.78N	5.52E	1378	0	99999999	TAMANRASSET	DZ
DTTA	60715	36.83N	10.23E	4	0	99999999	TUNIS/CARTHAGE	TN
DTTX	60750	34.72N	10.68E	23	19970500	99999999	SFAX/EL-MAOU	TN
DTTZ	60760	33.92N	8.17E	93	19920100	99999999	TOZEUR/NEFTA	TN
9999	61017	18.68N	12.92E	357	20110101	99999999	BILMA	NR
DRZA	61024	16.97N	7.98E	502	19940900	99999999	AGADEZ SOUTH (MIL)	NE
DRRR	61052	13.48N	2.17E	227	0	99999999	NIAMEY-AERO	NE
DRRB	61075	13.80N	5.25E	273	0	99999999	BIRNI-N'KONNI	NE
9999	61090	13.78N	8.98E	460	20110101	99999999	ZINDER	NR
GATS	61202	20.20N	0.98E	491	0	99999999	TESSALIT	ML
9999	61214	18.43N	1.35E	458	20110101	99999999	KIDAL	MI
GATB	61223	16.72N	3.00W	264	0	99999999	TOMBOUCTOU/TIMBUKTU	ML
9999	61226	16.27N	0.05W	265	20110101	99999999	GAO	MI
GANK	61233	15.17N	7.28W	265	20110101	99999999	NARA	ML
9999	61265	14.52N	4.10W	276	20110101	99999999	MOPTI	MI
GABS	61291	12.53N	7.95W	381	0	99999999	BAMAKO/SENOU (MIL)	ML
GAKO	61293	12.38N	5.47W	367	0	20009999	KOUTIALA	ML
9999	61404	22.75N	12.48W	343	20110101	99999999	ZOUERATE	MT
GQPP	61415	20.93N	17.03W	3	0	99999999	NOUADHIBOU	MR
GQNN	61442	18.10N	15.95W	3	0	99999999	NOUAKCHOTT	MR
9999	61600	16.05N	16.45W	4	20110101	99999999	SAINT-LOUIS	SG
GOOY	61641	14.73N	17.50W	24	19950600	99999999	DAKAR/YOFF	SG
9999	61660	14.67N	17.07	86	20180000	99999999	DAKAR-DIASS-AIBD	SG
GOTT	61687	13.76N	13.68W	50	19950900	99999999	TAMBACOUNDA	SG
GOGG	61695	12.55N	16.27W	23	0	99999999	ZIGUINCHOR	SG
9999	61831	9.57N	13.62W	49	20110101	99999999	CONAKRY	GN
GUCY	61832	9.57N	13.63W	26	19940900	20009999	CONAKRY/GBESSIA	GN
9999	61901	15.97S	5.70W	436	19921100	99999999	ST. HELENA ISLAND	HE
FHAW	61902	7.97S	14.40W	79	19910700	99999999	WIDE AWAKE FIELD	HE
FJDG	61967	7.30S	72.40E	3	19921000	99999999	DIEGO GARCIA	IO
9999	61976	15.88S	54.52E	13	19961100	99999999	SERGE-FROLOW/TROMELIN	RE
FMEE	61980	20.88S	55.52E	20	19900000	99999999	SAINT DENIS	RE
9999	61995	20.30S	57.50E	425	19960400	99999999	VACOAS	MU
9999	61996	37.80S	77.53E	29	0	99999999	MARTIN DE VIVIES	FR
9999	61997	46.43S	51.87E	146	19970100	20009999	ALFRED FAURE/CROZET	FR
9999	61998	49.35S	70.25E	30	19900400	99999999	PORT-AUX-FRANCAIS	FR
HLLT	62010	32.67N	13.15E	81	0	99999999	TRIPOLI INTL ARPT	LY
HLLB	62053	32.08N	20.27E	132	19960300	99999999	BENINA/BENGHAZI	LY
HLLS	62124	27.02N	14.43E	432	0	99999999	SEBHA (AUT)	LY
HEMM	62306	31.33N	27.22E	30	19961000	99999999	MERSA MATRUH (MIL)	EG
HEAR	62337	31.08N	33.75E	32	19960400	99999999	EL ARISH	EG
9999	62378	29.87N	31.33E	141	0	99999999	HELWAN	EG
HESN	62414	23.97N	32.78E	194	0	99999999	ASWAN (CIV/MIL)	EG
9999	62423	27.05N	27.97E	90	19890000	99999999	FARAFRA	EG
9999	62450	29.87N	32.47E	4	0	20009999	EL-SUEZ	EG
HSSS	62721	15.60N	32.55E	380	19930200	99999999	KHARTOUM (CIV/MIL)	SD
9999	62403	26.20N	32.75E	96	0	99999999	SOUTH OF VALLEY UNIV	EG
9999	62423	27.05N	27.97E	92	19950500	99999999	FARAFRA (OASIS)	EG
HAAB	63450	8.98N	38.80E	2355	19930500	99999999	ADDIS ABABA/BOLE	ET
HKLO	63612	3.12N	35.62E	515	19940200	20009999	LODWAR	KE
HUEN	63705	0.05N	32.45E	1155	19960300	99999999	ENTEBBE INTL ARPT	UG
HKGA	63723	0.47S	39.63E	147	19970400	20009999	GARISSA	KE
HKNC	63741	1.30S	36.75E	1798	19950800	99999999	NAIROBI/DAGORETTI	KE
9999	63894	6.88S	39.20E	55	20110101	99999999	DAR ES SALAAM	TN
FSSS	63985	4.68S	55.53E	4	19940500	99999999	SEYCHELLES INTL	SC
FCPP	64400	4.82S	11.90E	17	0	99999999	POINTE-NOIRE	CG
FCBB	64450	4.25S	15.25E	316	19930400	99999999	BRAZZAVILLE/MAYA-MAYA	CG
FCOU	64458	1.62N	16.05E	352	19960300	99999999	OUESSO	CG
FOOL	64500	0.45N	9.42E	15	0	99999999	LIBREVILLE/LEON MBA	GA
FEFF	64650	4.40N	18.52E	366	19960700	99999999	BANGUI/M'POKO (MIL)	CF
FEFR	64655	6.53N	21.98E	584	0	20009999	BRIA	CF
FEFB	64659	5.40N	26.50E	651	0	20009999	OBO	CF
9999	64665	4.32N	21.18E	406	19920600	99999999	MOBAYE	CF
FTTJ	64700	12.13N	15.03E	295	19910500	99999999	NDJAMENA (CIV/MIL)	TD
FTTS	64705	10.48N	16.72E	336	0	20009999	BOUSSO	TD
9999	64750	9.15N	18.38E	365	20110101	99999999	SARH	CD
9999	64860	9.33N	13.38E	241	20180221	20180318	GARDOUA	CM
9999	64870	7.35N	13.57E	1114	0	99999999	NGAOUNDERE	CM
FKAY	64900	5.55N	12.37E	1031	0	20009999	YOKO	CM
FKKD	64910	4.00N	9.70E	9	19960700	99999999	DOUALA (CIV/MIL)	CM
9999	65046	12.05N	8.53E	476	20110101	99999999	KANO	NI
DNAA	65125	9.25N	7.00E	344	20071019	99999999	ABUJA	NI
9999	65202	6.50N	3.83E	19	20160000	99999999	LAGOS OSHODI, LA	NI
9999	65257	6.48N	7.55E	142	20120000	99999999	ENUGU	NI
DBBP	65330	9.35N	2.62E	393	20080000	99999999	PARAKOU	BJ
9999	65306	11.13N	2.93E	292	20110101	99999999	KANDI	BJ
9999	65344	6.35N	2.38E	6	20110101	99999999	COTONOU	BJ
9999	65387	6.17N	1.25E	21	20110101	99999999	LOME	TG
DGLE	65418	9.50N	0.85W	173	20080000	99999999	TAMALE	GH
DHHH	65503	12.35N	1.52W	306	0	99999999	OUAGADOUGOU	BF
9999	65510	11.17N	4.30W	460	20110101	99999999	BOBO-DIOULASSO	HV
DIMN	65548	7.38N	7.52W	340	0	99999999	MAN	CI
DIBK	65555	7.73N	5.07W	376	19950100	20009999	BOUAKE (CIV/MIL)	CI
DIAP	65578	5.25N	3.93W	8	0	99999999	ABIDJAN/PORT BOUET	CI
DITB	65592	4.42N	7.37W	21	0	20009999	TABOU	CI
9999	67002	11.53S	43.27E	29	20110101	99999999	MORONI/HAHAYA	IC
9999	67027	15.67S	46.35E	26	20110101	99999999	MAJUNGA	MG
FMMO	67073	18.05S	44.03E	23	0	20009999	MAINTIRANO	MG
FMMI	67083	18.80S	47.48E	1276	19940900	99999999	ANTANANARIVO/IVATO	MG
9999	67095	18.12S	49.40E	5	20110101	99999999	TAMATAVE	MG
FMSD	67197	25.03S	46.95E	9	0	99999999	FT. DAUPHIN/TOLAGNA	MG
FQCB	67231	14.82S	36.53E	607	0	20009999	CUAMBA	MZ
FQNP	67237	15.09S	39.28E	441	19950900	99999999	NAMPULA	MZ
FQBR	67297	19.80S	34.90E	16	19950900	20009999	BEIRA	MZ
FQMA	67341	25.92S	32.57E	44	19910500	20009999	MAPUTO/MAVALANE	MZ
FLLC	67666	15.42S	28.32E	1280	19911000	99999999	LUSAKA CITY AIRPORT	ZB
9999	67774	17.83S	31.02E	1472	19910700	99999999	HARARE/BELVEDERE	ZW
9999	67964	20.15S	28.62E	1344	19910800	99999999	BULAWAYO/GOETZ	ZW
FBMN	68032	19.98S	23.42E	900	19930200	99999999	MAUN	BW
FBLT	68040	21.42S	25.60E	985	19970300	99999999	LETLHAKANE	BW
9999	68098	22.96S	14.66E	150	20110101	99999999	WALVIS BAY AIRPORT	NM
FAWW	68110	22.57S	17.10E	1725	19910800	99999999	WINDHOEK/EROS(SAAF)	NA
FAPB	68174	23.87S	29.45E	1222	19960300	99999999	PIETERSBURG (SAAF)	ZA
FBSK	68240	24.22S	25.92E	1005	19920200	99999999	SIR SERETSE KHAMA	BW
FAMM	68242	25.78S	25.53E	1277	19951100	20009999	MMABATHO INTL ARPT	ZA
FAPR	68262	25.73S	28.18E	1300	19960100	20009999	PRETORIA (MET)	ZA
FAIR	68263	25.92S	28.22E	1500	19951100	99999999	PRETORIA/IRENE	ZA
9999	68312	26.53S	18.12E	1073	20110101	99999999	KEETMENSHOOP	NM
FBTS	68328	26.05S	22.45E	1000	0	99999999	TSABONG	BW
FAUP	68424	28.40S	21.27E	836	19910500	99999999	UPINGTON/PIERRE VAN	ZA
FABL	68442	29.10S	26.30E	1348	19910500	99999999	BLOEMFONTEIN/HERTZOG	ZA
FABM	68461	28.25S	28.33E	1682	19910500	99999999	BETHLEHEM AIRPORT	ZA
FASB	68512	29.67S	17.87E	1006	19910500	99999999	SPRINGBOK	ZA
9999	68538	30.67S	24.02E	1287	19961000	99999999	DEAAR(UA)	ZA
FADN	68588	29.97S	30.95E	8	0	99999999	DURBAN/LOUIS BOTHA	ZA
FALE	68592	29.61S	31.12E	109	20100000	99999999	KING SHAKA INTL ARPT	ZA
FACT	68816	33.98S	18.60E	42	0	99999999	CAPETOWN/DF MALAN	ZA
FAPE	68842	33.98S	25.60E	60	0	99999999	PORT ELIZABETH	ZA
FAGE	68906	40.35S	9.88W	54	0	99999999	GOUGH ISLAND	ZA
FAME	68994	46.88S	37.87E	22	0	99999999	MARION ISLAND	ZA
KSTA	69990	38.99N	77.50W	88	20100000	99999999	STERLING                  VA	US
SYA	70414	52.72N	174.07E	20	19450301	19501231	SHEMYA ISLAND             AK	US
SYA	70414	52.73N	174.12E	80	19510101	19540620	SHEMYA ISLAND AFB         AK	US
SYA	70414	52.72N	174.10E	34	19580627	19590314	SHEMYA ISLAND NAVY        AK	US
SYA	70414	52.72N	174.10E	40	19590315	19590831	SHEMYA ISLAND NAVY        AK	US
SYA	70414	52.72N	174.10E	37	19590901	19600118	SHEMYA (WB)               AK	US
SYA	70414	52.72N	174.10E	38	19600118	19730426	SHEMYA                    AK	US
SYA	70414	52.72N	174.10E	30	19800101	99999999	SHEMYA                    AK	US
9999	71561	44.23N	79.78W	251	20110101	99999999	EGBERT	CN
CWVK	73033	50.22N	119.27W	555	20180000	99999999	VERNON BRIDGE	CN
9999	74003	40.18N	112.92W	1325	20180000	99999999	DUGWAY PROVING GROUND     UT	US
9999	74004	32.50N	114.00W	231	20100000	99999999	YUMA PROVING GROUND       AZ	US
9999	74393	43.53N	70.10W	7	0	20009999	PORTLAND (LGT-VSL)	US
KNID	74612	35.68N	117.68W	665	20110101	99999999	CHINA LAKE NAF	US
9999	78807	8.97N	79.66W	9	19910300	99999999	ALBROOK AFB/BALBOA	PA
9999	78955	13.15N	59.62W	113	20100000	99999999	CARRIBBEAN MET INSTITUTE	BA
9999	80001	12.58N	81.70W	4	0	99999999	SESQUICENTENARIO	CO
9999	80002	13.37N	81.35W	6	0	20009999	PROVIDENCIA ISLAND	CO
SKBQ	80028	10.88	74.78W	30	20170000	99999999	BARRANQUILLA	CO
SKRH	80035	11.53N	72.93W	4	19950100	99999999	RIOHACHA/ALMIRANTE	CO
SKBG	80094	7.10N	73.20W	1189	20180000	99999999	BUCARAMANGA/PALONEGRO	CO
SKPE	80210	4.82N	75.73W	1342	20190000	99999999	PEREIRA / MATECANA	CO
SKBO	80222	4.70N	74.13W	2548	0	99999999	BOGOTA/ELDORADO	CO
9999	80241	4.55N	70.92W	167	19910400	99999999	GAVIOTAS	CO
SKCL	80259	3.54N	76.38W	969	20160000	99999999	CALI / ALFONSO	CO
SKLT	80398	4.17S	69.95W	84	19930900	99999999	LETICIA/VASQUEZ COBO	CO
SVBS	80413	10.25N	67.65W	437	20080000	99999999	MARACAY	VN
9999	80422	10.67N	63.25W	10	20110101	99999999	CARUPANO	VN
SVCB	80444	8.15N	63.55W	8	20080000	99999999	CIUDAD BOLIVAR	VN
SVSA	80447	7.85N	72.45W	378	20080000	99999999	SAN ANTONIO TACHIRA	VN
SVSR	80450	7.90N	67.42W	48	20080000	99999999	SAN FERNANDO DE APURE	VN
SVSE	80462	4.60N	61.12W	907	20100000	99999999	SANTA ELENA UAIREN	VN
SOCA	81405	4.83N	52.37W	9	19900800	99999999	CAYENNE/ROCHAMBEAU	GF
9999	81729	3.29S	60.63W	21	20140000	99999999	MANACAPURU	BR
9999	82107	0.12S	67.07W	79	20080000	99999999	SAO GABRIEL CACH	BR
SBBV	82022	2.83N	60.70W	140	19880500	99999999	BOA VISTA (CIV/MIL)	BR
SBTS	82025	2.22S	55.93W	325	20060000	99999999	TIRIOS	BR
SBTS	82026	2.22N	55.95W	326	20060000	99999999	TIRIOS	BR
9999	82099	0.05N	51.07W	17	19910500	99999999	MACAPA AIRPORT	BR
SBBE	82193	1.38S	48.48W	16	19900800	99999999	BELEM/VAL DE CAES	BR
9999	82244	2.43S	54.72W	72	20060000	99999999	SANTAREM	BR
9999	82276	2.32S	44.42W	50	0	99999999	ALCANTARA	BR
SBSL	82281	2.60S	44.23W	53	19900800	99999999	SAO LUIS/MARECHAL	BR
SBMN	82332	3.15S	59.98W	84	0	99999999	MANAUS/PONTA PELADA	BR
9999	82397	3.73S	38.55W	19	19911000	99999999	FORTALEZA	BR
SBFN	82400	3.85S	32.42W	56	19960700	99999999	FERNANDO DE NORONHA	BR
9999	82411	4.23S	69.92W	120	20060000	99999999	TABATINGA	BR
9999	82532	5.83S	61.28W	48	20070103	99999999	MANICORE	BR
SBNT	82599	5.92S	35.25W	52	19911000	99999999	NATAL/AUGUSTO SEVER	BR
9999	82678	6.77S	43.02W	138	19900800	99999999	FLORIANO	BR
9999	82705	7.62S	72.67W	170	0	99999999	CRUZERIO DO SUL	BR
SBPV	82824	8.77S	63.92W	88	19911100	99999999	PORTO VELHO(CV/MIL)	BR
9999	82900	8.05S	34.92W	7	19911000	99999999	RECIFE/CURADO	BR
9999	82917	10.00S	67.80W	143	0	20009999	RIO BRANCO	BR
SBAT	82965	9.87S	56.10W	288	19970200	99999999	ALTA FLORESTA	BR
9999	82983	9.38S	40.48W	370	0	99999999	PETROLINA	BR
SBVH	83208	12.73S	60.13W	652	19910700	99999999	VILHENA	BR
9999	83229	13.02S	38.52W	51	19920600	99999999	SALVADOR	BR
SBLP	83288	13.27S	43.42W	458	19951000	99999999	BOM JESUS DA LAPA	BR
SBCY	83362	15.65S	56.10W	182	19970100	99999999	CUIABA/MARECHAL	BR
SBBR	83378	15.87S	47.93W	1061	0	99999999	BRASILIA (CIV/MIL)	BR
9999	83498	17.73S	39.25W	3	19921000	99999999	CARAVELAS	BR
SBUL	83525	18.87S	48.22W	922	20060000	99999999	UBERLANDIA	BR
9999	83554	19.00S	57.67W	142	0	99999999	CORUMBA (AEROPORTO)	BR
9999	83566	19.62S	43.57W	827	19940900	99999999	CONFIS INTNL ARPT	BR
SBCG	83612	20.47S	54.67W	556	19910600	99999999	CAMPO GRANDE INTL	BR
SBVT	83649	20.26S	40.28W	4	20080000	99999999	VITORIA AEROPORTO	BR
9999	83650	20.50S	29.32W	5	0	99999999	TRINDADE ISLAND	BR
9999	83708	22.78S	45.20W	537	0	99999999	GUARATINGUETA	BR
SBGL	83746	22.82S	43.25W	6	19900800	99999999	GALEAO/RIO(CIV/MIL)	BR
9999	82765	7.33S	47.47W	212	19890200	99999999	CAROLINA	BR
9999	82917	10.00S	67.80W	143	19830700	99999999	RIO BRANCO	BR
SBLO	83768	23.33S	51.12W	570	20070310	99999999	LONDRINA AIRPORT	BR
SBMT	83779	23.52S	46.63W	722	19920700	99999999	MARTE (CIV/MIL)	BR
SBSP	83780	23.62S	46.65W	803	0	20009999	SAO PAULO/CONGONHAS	BR
SBFI	83827	25.52S	54.58W	243	19930100	99999999	FOZ DO IGUACU ARPT	BR
SBCT	83840	25.52S	49.17W	908	19900200	99999999	CURITIBA/AFONSO PEN	BR
9999	83899	27.67S	48.55W	5	0	99999999	FLORIANOPOLIS (AEROPORTO)	BR
SBUG	83928	29.78S	57.03W	74	19970100	99999999	URUGUAIANA/RUBEM	BR
SBSM	83937	29.72S	53.70W	85	20060000	99999999	SANTA MARIA AEROPORT	BR
SBPA	83971	30.00S	51.18W	3	19910500	99999999	PORTO ALEGRE/SALGAD	BR
SEST	84008	0.90S	89.60W	6	19910300	99999999	SAN CRISTOBAL ISL	EC
9999	84203	2.15S	79.88W	6	20130000	99999999	GUAYAQUIL AEROPUERTO	EC
9999	84378	3.73S	73.25W	117	0	99999999	MORONA	PE
9999	84416	5.18S	80.60W	52	0	99999999	PIURA GRUP7	PE
SPIM	84628	12.00S	77.12W	13	0	99999999	LIMA/JORGE CHAVEZ	PE
9999	84629	12.15S	77.00W	80	20080000	99999999	LAS PALMAS	PE
SPTU	84658	12.62S	69.20W	266	19900000	99999999	PUERTO MALDONADO	PE
9999	84659	12.63S	69.23W	200	0	99999999	PUERTO MALDONANDO BAMAL	PE
SCFA	85442	23.43S	70.43W	120	19910500	99999999	ANTOFAGASTA/CERRO	CL
SCIP	85469	27.15S	109.42W	47	19910500	99999999	EASTER ISLAND	CL
SCER	85543	32.78S	71.52W	8	19911200	20009999	QUINTERO (MIL)	CL
SCEL	85574	33.38S	70.78W	476	19901200	99999999	PUDAHUEL/ARTURO	CL
SCSN	85586	33.65S	71.62W	75	19910300	99999999	SANTO DOMINGO	CL
SCTE	85799	41.42S	73.08W	86	19910500	99999999	PUERTO MONTT/TEPUAL	CL
SCCI	85934	53.00S	70.85W	37	19901200	99999999	PUNTA ARENAS	CL
9999	86218	25.28S	57.63W	83	20130000	99999999	SILVIO PETTIROSSI AIRPORT	PY
SASA	87047	24.85S	65.48W	1216	19910500	99999999	SALTA AIRPORT	AR
SARE	87155	27.45S	59.05W	52	19900300	99999999	RESISTENCIA AIRPORT	AR
SACO	87344	31.32S	64.22W	474	0	99999999	CORDOBA AIRPORT	AR
SAME	87418	32.83S	68.78W	704	0	99999999	MENDOZA/EL PLUMERIL	AR
SAEZ	87576	34.82S	58.53W	20	19900900	99999999	BUENOS AIRES/EZEIZA	AR
SAZR	87623	36.57S	64.27W	191	19910500	99999999	SANTA ROSA AIRPORT	AR
SAZN	87715	38.95S	68.13W	271	19910500	99999999	NEUQUEN AIRPORT	AR
SAVC	87860	45.78S	67.50W	46	19910500	99999999	COMODORO RIVADAVIA	AR
EGYP	88889	51.82S	58.45W	73	19910900	99999999	MOUNT PLEASANT ARPT	GS
9999	89002	70.67S	8.25W	40	19920400	99999999	VON-NEUMAYER G-BASE	DE
9999	89009	90.00S	0.00W	2830	19920700	99999999	AMUNDSEN-SCOTT	US
9999	89022	75.50S	26.65W	30	19910400	99999999	HALLEY BRI-BASE	GB
9999	89050	62.20S	58.93W	16	19910500	20009999	BELLINGSHAUSEN	RU
9999	89055	64.23S	56.72W	198	19910500	99999999	VICECOMODORO MARAM	AR
9999	89056	62.42S	58.88W	10	20180000	99999999	CENTRO MET. ANTARTICO	AR
9999	89062	67.57S	68.13W	16	19910400	99999999	ROTHERA PT BRI-BASE	GB
9999	89512	70.77S	11.83E	102	19910500	99999999	NOVOLAZAREVSKAJA	RU
9999	89532	69.00S	39.58E	21	19910400	99999999	SYOWA JAPAN-BASE	JP
9999	89564	67.60S	62.88E	16	0	99999999	MAWSON AUS-BASE	AU
9999	89571	68.57S	77.95E	13	19910400	99999999	DAVIS AUS-BASE	AU
9999	89592	66.55S	93.02E	30	19910400	99999999	MIRNYJ SOVIET-BASE	RU
9999	89611	66.28S	110.52E	41	19910400	99999999	CASEY AUS-BASE	AU
9999	89625	75.17E	123.69E	3234	20180000	99999999	CONCORDIA, ANTARCTICA	IY
9999	89642	66.67S	140.02E	43	19910400	99999999	DUMONT D'URVILLE	FR
9999	89662	74.70S	164.10E	80	19970200	99999999	BAIA TERRA NOVA	IT
9999	89664	77.85S	166.67E	34	19910500	99999999	MCMURDO USA-BASE	US
PGAC	91212	13.55N	144.83E	111	19990301	99999999	GUAM,MARIANA IS	UM
PGAC	91217	13.55N	144.83E	111	19930100	19990229	GUAM,MARIANA IS	UM
PTKK	91334	7.47N	151.85E	2	19961100	99999999	TRUK INTL/MOEN ISL	FM
PTPN	91348	6.97N	158.22E	46	19961100	99999999	PONAPE ISLAND	FM
9999	91364	9.40N	167.47E	4	0	99999999	ROI-NAMUR	MH
PKWA	91366	8.73N	167.73E	8	19961100	99999999	KWAJALEIN/BUCHOLZ	MH
PKMJ	91376	7.08N	171.38E	3	19961100	99999999	MAJURO/MARSHALL ISL	MH
PTRO	91408	7.33N	134.48E	33	19961100	99999999	KOROR/PALAU ISLAND	FM
PTYA	91413	9.48N	138.08E	17	19961100	99999999	YAP ISLAND	FM
9999	91517	9.42S	159.97E	56	19910400	99999999	HONIARA	SB
9999	91532	0.53S	166.92	0	20020000	99999999	NAURU ARC-2 (AUS)	SB
NWWN	91592	22.27S	166.45E	72	19960600	99999999	NOUMEA	NC
NGTA	91610	1.35N	172.92E	4	19920400	99999999	TARAWA/BONRIKI INTL	KI
NGFU	91643	8.52S	179.22E	2	19960100	99999999	FUNAFUTI INTL ARPT	TV
NFFN	91680	17.75S	177.45E	18	19960300	99999999	NANDI/NADI INTL	FJ
NTSU	91765	14.33S	170.72W	3	19961100	99999999	PAGO PAGO INTL ARPT	UM
9999	91801	9.00S	158.05W	1	19900900	99999999	PENRHYN ISLAND	CK
NCRG	91843	21.20S	159.82W	7	19910900	99999999	AVARUA/RAROTONGA IL	CK
9999	91925	9.80S	139.03W	52	19960600	99999999	ATUONA	PF
9999	91929	16.45S	151.75W	3	0	20009999	BORA BORA	PF
NTAA	91938	17.55S	149.62W	2	19960700	99999999	TAHITI ISLAND/FAAA	PF
9999	91943	14.48S	145.03W	3	19910900	99999999	TAKAROA ATOLL	PF
9999	91948	23.13S	134.97W	89	19970400	99999999	RIKITEA	PF
NTAT	91954	23.35S	149.48W	3	19970300	99999999	TUBUAI ISLAND	PF
9999	91958	27.62S	144.33W	2	19960300	99999999	RAPA ISLAND	PF
AYPY	92035	9.43S	147.20E	49	19970200	99999999	PORT MORESBY W.O.	PG
9999	92044	2.07S	147.43E	5	19970200	99999999	MOMOTE W.O.	PG
NZWP	93112	36.78S	174.63E	27	19961100	99999999	WHENUAPAI (NZ-AFB)	NZ
9999	93291	38.67S	177.98E	8	20110101	99999999	GISBORNE	NZ
9999	93308	39.02S	174.18E	36	20110101	99999999	NEW PLYMOUTH	NZ
NZPP	93417	40.90S	174.98E	12	19900900	99999999	PARAPARAUMU AERO	NZ
9999	93614	42.72S	170.98E	40	20110101	99999999	HOKITIKA	NZ
9999	93817	45.04S	169.68E	370	20160000	99999999	LAUDER UPPER AIR	NZ
NZNV	93844	46.42S	168.33E	1	19910500	99999999	INVERCARGILL AERO	NZ
NZCI	93986	43.95S	176.57W	48	19950600	99999999	CHATHAM ISL/TUUTA	NZ
NZRN	93997	29.25S	177.92W	49	0	99999999	RAOUL ISL/KERMADEC	NZ
YPDN	94120	12.40S	130.87E	30	19940800	99999999	DARWIN (CIV/MIL)	AU
YDGV	94150	12.27S	136.82E	54	19931100	99999999	GOVE AIRPORT	AU
9999	94170	12.63S	141.90E	0	19950900	99999999	WEIPA AERO	AU
YBRM	94203	17.95S	122.22E	9	19950900	99999999	BROOME AIRPORT	AU
9999	94212	18.23S	127.67E	424	20110101	99999999	HALLS CREEK	AU
9999	94238	19.63S	134.18E	377	20110101	99999999	TENNANT CREEK AIRPORT	AU
YBTL	94294	19.25S	146.75E	6	19940800	99999999	TOWNSVILLE(CIV/MIL)	AU
9999	94299	16.30S	149.98E	9	0	99999999	WILLIS ISLAND	AU
9999	94300	24.88S	113.67E	8	20110101	99999999	CARNARVON AIRPORT	AU
YPLM	94302	22.23S	114.08E	6	19940800	99999999	LEARMOUTH	AU
YPPD	94312	20.37S	118.62E	6	19950900	99999999	PORT HEDLAND ARRT	AU
YBAS	94326	23.80S	133.90E	541	19940800	99999999	ALICE SPRINGS ARPT	AU
YBMA	94332	20.67S	139.48E	344	19931100	99999999	MOUNT ISA AIRPORT	AU
9999	94346	23.47S	144.25E	191	20110101	99999999	LONGREACH	AU
9999	94367	21.12S	149.22E	33	20110101	99999999	MACKAY MO	AU
YBRK	94374	23.38S	150.47E	14	19950900	99999999	ROCKHAMPTON AIRPORT	AU
YPGN	94403	28.78S	114.70E	34	19931100	99999999	GERALDTON AIRPORT	AU
YPMR	94430	26.60S	118.53E	518	19941100	99999999	MEEKATHARRA AIRPORT	AU
9999	94461	25.03S	128.28E	599	19901200	99999999	GILES MET STATION	AU
YBCV	94510	26.40S	146.27E	304	19931100	99999999	CHARLEVILLE ARPT	AU
YBBN	94578	27.38S	153.10E	5	19940800	99999999	BRISBANE INTL ARPT	AU
YPPH	94610	31.93S	115.95E	29	19940800	99999999	PERTH INTL/BELMONT	AU
YPKG	94637	30.77S	121.45E	360	19931100	99999999	KALGOORLIE/BOULDER	AU
9999	94638	33.82S	121.88E	26	19910500	99999999	ESPERANCE	AU
9999	94647	31.67S	128.88E	99	19950800	99999999	EUCLA	AU
9999	94653	32.13S	133.70E	22	20110101	99999999	CENUDA	AU
